<<<<<<< HEAD
timestamp_utc_ms,event_type,symbol,trading_timeframe,command_type,action,entry_side,trigger_source_timeframe,trigger_side,trading_timeframe_stop_loss,lower_timeframe_suggested_stop_losses,stop_reference_price,selected_stop_loss_source,request_id,position_id,client_position_id,client_position_identifier,signal_time_utc_ms,target_entry_open_time_utc_ms,trigger_bin_price,entry_reason,exit_reason,reason
1783882480841,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},97,,ENTRY-BTCUSD-M5-BUY-420000-420000,,,,420000,420000,98.0,REFERENCE_RULE_ENTRY_BUY,,REFERENCE_RULE_ENTRY_BUY
1783882480841,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy-rule,ticket-ENTRY-buy-rule,,180000,0,104.0,,REFERENCE_RULE_EXIT_BUY_POSITION,REFERENCE_RULE_EXIT_BUY_POSITION
1783882480847,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell-rule,ticket-ENTRY-sell-rule,,180000,0,99.0,,REFERENCE_RULE_EXIT_SELL_POSITION,REFERENCE_RULE_EXIT_SELL_POSITION
1783882480847,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},94,,ENTRY-BTCUSD-M5-BUY-120000-180000,,,,180000,0,101.0,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1783882480847,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},95,,ENTRY-open-clear,,,,120000,0,101,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_SELL,SELL,,,,{},105,,ENTRY-fresh-after-close,,,,1200,0,99,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy,ticket-ENTRY-buy,,240000,0,103.0,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell,ticket-ENTRY-sell,,240000,0,98.0,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy-body,ticket-ENTRY-buy-body,,240000,0,103.0,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell-body,ticket-ENTRY-sell-body,,240000,0,101.0,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-matched-close,ticket-ENTRY-matched-close,,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,ENTRY-original,MT5:12345,12345,777,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_SELL,SELL,,,,{},105,,ENTRY-sell,,,,110,0,99,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell,ticket-1,,0,0,,,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE
1783882480857,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy,ticket-1,,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783994531659,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},97,,ENTRY-BTCUSD-M5-BUY-420000-420000,,,,420000,420000,98.0,REFERENCE_RULE_ENTRY_BUY,,REFERENCE_RULE_ENTRY_BUY
1783994531659,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy-rule,ticket-ENTRY-buy-rule,,180000,0,104.0,,REFERENCE_RULE_EXIT_BUY_POSITION,REFERENCE_RULE_EXIT_BUY_POSITION
1783994531674,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell-rule,ticket-ENTRY-sell-rule,,180000,0,99.0,,REFERENCE_RULE_EXIT_SELL_POSITION,REFERENCE_RULE_EXIT_SELL_POSITION
1783994531674,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},94,,ENTRY-BTCUSD-M5-BUY-120000-180000,,,,180000,0,101.0,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1783994531674,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_BUY,BUY,,,,{},95,,ENTRY-open-clear,,,,120000,0,101,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_SELL,SELL,,,,{},105,,ENTRY-fresh-after-close,,,,1200,0,99,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy,ticket-ENTRY-buy,,240000,0,103.0,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell,ticket-ENTRY-sell,,240000,0,98.0,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy-body,ticket-ENTRY-buy-body,,240000,0,103.0,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell-body,ticket-ENTRY-sell-body,,240000,0,101.0,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-matched-close,ticket-ENTRY-matched-close,,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,ENTRY-original,MT5:12345,12345,777,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,ENTRY_SELL,SELL,,,,{},105,,ENTRY-sell,,,,110,0,99,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_SELL_POSITION,SELL,,,,{},,,,ENTRY-sell,ticket-1,,0,0,,,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE
1783994531686,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,EXIT_BUY_POSITION,BUY,,,,{},,,,ENTRY-buy,ticket-1,,240000,0,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
=======
timestamp_utc_ms,event_type,symbol,trading_timeframe,command_type,entry_side,trigger_source_timeframe,trigger_side,trading_timeframe_stop_loss,lower_timeframe_suggested_stop_losses,stop_reference_price,selected_stop_loss_source,request_id,position_id,client_position_id,client_position_identifier,signal_time_utc_ms,trigger_bin_price,entry_reason,exit_reason,reason
1780652101455,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},63259.90000000,,ENTRY-BTCUSD-M5-SELL-1780650900000-1780652100000,,,,1780652100000,63110.744999999995,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780653301472,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,ENTRY-BTCUSD-M5-SELL-1780650900000-1780652100000,MT5:96772143,96772143,96772143,1780653300000,62816.265,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1780653303467,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},62775.00000000,,ENTRY-BTCUSD-M5-BUY-1780652400000-1780653300000,,,,1780653300000,62816.265,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780659300138,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},62644.48000000,,ENTRY-BTCUSD-M5-SELL-1780658400000-1780659300000,,,,1780659300000,62448.165,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780660200144,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,ENTRY-BTCUSD-M5-SELL-1780658400000-1780659300000,MT5:96779427,96779427,96779427,1780660200000,62006.445,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1780660202119,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},62000.00000000,,ENTRY-BTCUSD-M5-BUY-1780659000000-1780660200000,,,,1780660200000,62006.445,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780661100179,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},62224.00000000,,ENTRY-BTCUSD-M5-SELL-1780660500000-1780661100000,,,,1780661100000,61969.635,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780663500386,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},61620.47000000,,ENTRY-BTCUSD-M5-BUY-1780663200000-1780663500000,,,,1780663500000,61859.205,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780663983882,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,BUY,,,,{},,,ENTRY-BTCUSD-M5-BUY-1780663200000-1780663500000,MT5:96788380,96788380,96788380,0,,,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE
1780663985092,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},62094.75000000,,ENTRY-BTCUSD-M5-SELL-1780663500000-1780663800000,,,,1780663800000,62080.065,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780668900607,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},61227.98000000,,ENTRY-BTCUSD-M5-SELL-1780668600000-1780668900000,,,,1780668900000,60975.765,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780670103881,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,ENTRY-BTCUSD-M5-SELL-1780668600000-1780668900000,MT5:96809784,96809784,96809784,0,,,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE
1780670105095,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},60334.97000000,,ENTRY-BTCUSD-M5-BUY-1780669800000-1780670100000,,,,1780670100000,60681.285,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780671000258,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,BUY,,,,{},,,ENTRY-BTCUSD-M5-BUY-1780669800000-1780670100000,MT5:96812996,96812996,96812996,1780671000000,61123.005000000005,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1780671003108,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},61195.99000000,,ENTRY-BTCUSD-M5-SELL-1780670100000-1780671000000,,,,1780671000000,61123.005000000005,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780672152883,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,ENTRY-BTCUSD-M5-SELL-1780670100000-1780671000000,MT5:96815697,96815697,96815697,0,,,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE,TRADING_TIMEFRAME_OPPOSITE_ENTRY_STATE
1780672154107,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},60624.00000000,,ENTRY-BTCUSD-M5-BUY-1780671600000-1780671900000,,,,1780671900000,60644.475,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780672800792,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},60506.00000000,,ENTRY-BTCUSD-M5-BUY-1780672500000-1780672800000,,,,1780672800000,60644.475,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780673778914,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},61126.00000000,,ENTRY-BTCUSD-M5-SELL-1780671900000-1780673700000,,,,1780673700000,60681.285,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780677900484,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},60988.00000000,,ENTRY-BTCUSD-M5-SELL-1780677600000-1780677900000,,,,1780677900000,60791.715,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780678800475,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},60710.01000000,,ENTRY-BTCUSD-M5-BUY-1780676400000-1780678800000,,,,1780678800000,61307.055,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780684800386,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},59968.00000000,,ENTRY-BTCUSD-M5-BUY-1780683600000-1780684800000,,,,1780684800000,60202.755000000005,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780685100667,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},60554.80000000,,ENTRY-BTCUSD-M5-SELL-1780683900000-1780685100000,,,,1780685100000,60165.945,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780687531593,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},94,,ENTRY-BTCUSD-M5-BUY-120000-180000,,,,180000,101.5,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780687531598,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,BUY,,,,{},95,,ENTRY-open-clear,,,,120000,101,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_SELL_ABSORPTION
1780687531599,TRADING_DECISION_EVALUATED,BTCUSD,M5,OPEN,SELL,,,,{},105,,ENTRY-fresh-after-close,,,,1200,99,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION,,DOMINANCE_CONFIRMED_AFTER_BUY_ABSORPTION
1780687531600,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,BUY,,,,{},,,,ENTRY-buy,ticket-ENTRY-buy,,240000,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1780687531601,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,,ENTRY-sell,ticket-ENTRY-sell,,240000,98.5,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1780687531602,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,BUY,,,,{},,,,ENTRY-buy-body,ticket-ENTRY-buy-body,,240000,101.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
1780687531603,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,SELL,,,,{},,,,ENTRY-sell-body,ticket-ENTRY-sell-body,,240000,102.5,,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK,PROFIT_EXIT_BUY_DOMINANCE_HIGH_EFFICIENCY_LOWER_WICK
1780687531605,TRADING_DECISION_EVALUATED,BTCUSD,M5,CLOSE,BUY,,,,{},,,,ENTRY-matched-close,ticket-ENTRY-matched-close,,240000,103.5,,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK,PROFIT_EXIT_SELL_DOMINANCE_HIGH_EFFICIENCY_UPPER_WICK
